st, fmt, uuid, ad, cr, fl, BID, mibid, avbid, mxbid, nmbid, CTR, mictr, avctr, mxctr, nmctr, CTX, mictx, avctx, mxctx, nmctx, qlt, miqlt, avqlt, mxqlt, nmqlt, CTU, mictu, avctu, mxctu, nmctu, BTU, mibtu, avbtu, mxbtu, nmbtu, hour, comb, order, adnum, cpc, click
auctionexpr, ci_n_ads.js, 35a8c86751c945e3abd2fa4a9c1f57f7, 1010557, 1324109, 3172924, 1.00, 0.05, 0.39, 1.50, 0.4207, 1169, 120, 1810, 13956, -0.04633, 0.20, 0.16, 0.21, 0.55, -0.02564, 2.79, 2.49, 3.10, 6.78, -0.07226, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 18, 1011090:1010324:1011092:1010666:993356:1008186:1010557:1007924:1000180:, 7, 9, 0.00, 0
d9, ci_n_ads.js, 4daa2acbf9fa4dd8b9a0a21fe382bc03, 996838, 1301281, 3158121, 0.05, 0.05, 0.32, 1.00, -0.2842, 626, 120, 1714, 13956, -0.07864, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 2.03, 1.76, 2.07, 2.77, -0.03960, 0.00, 0.00, 0.00, 0.00, 0, 18, 1001533:1000379:1009772:737575:1006513:1010557:996838:1010193:1010766:, 7, 9, 0.05, 1
d9, ci_n_ads.js, 69ba9a37795d475481e489290a406d4a, 1010438, 1324059, 3172813, 0.48, 0.05, 0.40, 1.00, 0.08421, 1341, 781, 2631, 7453, -0.1933, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 3.46, 2.64, 3.61, 4.80, -0.06944, 0.00, 0.00, 0.00, 0.00, 0, 18, 1010438:738659:, 1, 2, 0.21, 1
auctionexpr, ci_n_ads.js, e7074bb610804a089bed49fb952db404, 1011058, 1324924, 3173361, 0.50, 0.05, 0.40, 1.00, 0.1053, 4718, 390, 1955, 7453, 0.3912, 4.76, 2.74, 4.88, 5.89, -0.03810, 7.97, 4.86, 6.51, 9.70, 0.3017, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 18, 1010127:1011058, 2, 2, 0.48, 1
auctionexpr, ci_n_ads.js, f3212a81fb9146aea1ebd8c6a8f1af3f, 1010324, 1323859, 3172928, 1.10, 0.05, 0.34, 1.50, 0.5241, 2228, 225, 1490, 7044, 0.1082, 0.26, 0.24, 0.30, 0.50, -0.1538, 4.67, 3.44, 4.71, 8.07, -0.008639, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 18, 1010520:1010324:993356:1000180:1010127:1010992:, 2, 6, 1.05, 1
auctionexpr, ci_n_ads.js, f3212a81fb9146aea1ebd8c6a8f1af3f, 1010127, 1323587, 3172519, 0.60, 0.05, 0.34, 1.50, 0.1793, 2759, 225, 1490, 7044, 0.1861, 0.27, 0.24, 0.30, 0.50, -0.1154, 5.11, 3.44, 4.71, 8.07, 0.08639, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 18, 1010520:1010324:993356:1000180:1010127:1010992:, 5, 6, 0.00, 0
b9, ci_n_ads.js, 85a4fbd7087e4f08bd722cff624a0848, 1011060, 1324926, 3173363, 0.50, 0.05, 0.19, 0.50, 0.6889, 6745, 597, 1831, 6745, 0.7993, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 2.71, 2.71, 2.72, 2.93, -0.04545, 0.00, 0.00, 0.00, 0.00, 0, 18, 1011060:1011006, 1, 2, 0.46, 1
c9, ci_n_ads.js, e2d2b35b7ac94b0c915ea81965f8bd94, 1009779, 1322861, 3172142, 0.39, 0.05, 0.27, 0.60, 0.2182, 455, 225, 2138, 7044, -0.2468, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 1.90, 1.90, 2.00, 2.78, -0.1136, 0.00, 0.00, 0.00, 0.00, 0, 18, 735482:1009779:, 2, 2, 0.11, 1
auctionexpr, ci_n_ads.js, 234ca72a2bd54fe7a586a3d53c6c6172, 737575, 1240090, 3104176, 0.35, 0.05, 0.23, 0.60, 0.2182, 1863, 1075, 3156, 5620, -0.2845, 2.03, 1.59, 2.42, 4.62, -0.1287, 5.17, 5.10, 6.49, 7.31, -0.5973, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 18, 1010955:737575:, 2, 2, 0.00, 0
d9, ci_n_ads.js, 9fe0bd4898a14f6687e0e77d0538d6b6, 1010811, 1324578, 3173162, 0.09, 0.05, 0.32, 0.76, -0.3239, 4108, 577, 2877, 5748, 0.2381, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 0.40, 0.25, 0.33, 0.44, 0.3684, 0.00, 0.00, 0.00, 0.00, 0, 18, 1010811:1011001:980277:, 1, 3, 0.09, 1
c9, ci_n_ads.js, 6361592dc3c44ec3b2eec3e64c7433e6, 1011031, 1324876, 3173335, 0.45, 0.05, 0.37, 0.80, 0.1067, 4000, 778, 2428, 4718, 0.3990, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 2.17, 1.45, 1.74, 2.17, 0.5972, 0.00, 0.00, 0.00, 0.00, 0, 19, 999837:1011031:, 2, 2, 0.00, 0
auctionexpr, ci_n_ads.js, d82527aa18f049be8d3a1a4b38701726, 1011092, 1324959, 3173400, 0.76, 0.05, 0.39, 1.50, 0.2552, 4563, 149, 1559, 5628, 0.5483, 0.18, 0.15, 0.20, 0.40, -0.08000, 6.24, 3.09, 4.31, 8.23, 0.3755, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 19, 1010324:1011092:1003432:1008526:1010957:1008186:1010436:1007922:1009990, 2, 9, 0.00, 0
auctionexpr, ci_n_ads.js, d82527aa18f049be8d3a1a4b38701726, 1008186, 1319991, 3170896, 0.45, 0.05, 0.39, 1.50, 0.04138, 2943, 149, 1559, 5628, 0.2526, 0.40, 0.15, 0.20, 0.40, 0.8000, 8.09, 3.09, 4.31, 8.23, 0.7354, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 19, 1010324:1011092:1003432:1008526:1010957:1008186:1010436:1007922:1009990, 6, 9, 0.45, 1
auctionexpr, ci_n_ads.js, d82527aa18f049be8d3a1a4b38701726, 1007922, 1319594, 3172984, 1.00, 0.05, 0.39, 1.50, 0.4207, 856, 149, 1559, 5628, -0.1283, 0.19, 0.15, 0.20, 0.40, -0.04000, 3.66, 3.09, 4.31, 8.23, -0.1265, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 19, 1010324:1011092:1003432:1008526:1010957:1008186:1010436:1007922:1009990, 8, 9, 0.00, 0
auctionexpr, ci_n_ads.js, 77c8247b5da94e3f8c9cf2de7dcfcbd1, 1010955, 1324955, 3173389, 0.60, 0.05, 0.35, 0.80, 0.3333, 3170, 571, 2577, 4100, 0.1680, 3.75, 1.78, 2.82, 3.87, 0.4450, 9.00, 5.24, 7.51, 9.74, 0.3311, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 19, 1010955:1011061, 1, 2, 0.00, 0
b9, ci_n_ads.js, a40c539609df44068e9fe79d7910c272, 1011060, 1324926, 3173363, 0.50, 0.05, 0.19, 0.50, 0.6889, 7230, 597, 1843, 7230, 0.8122, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 2.97, 2.96, 2.98, 3.20, -0.04167, 0.00, 0.00, 0.00, 0.00, 0, 20, 1011060:1010980, 1, 2, 0.46, 1
auctionexpr, ci_n_ads.js, f8e2c56c6fdd4a78ad5a855011842bb0, 1010957, 1324970, 3173409, 0.89, 0.05, 0.34, 0.89, 0.6548, 261, 229, 2996, 7471, -0.3777, 1.40, 1.28, 1.60, 2.05, -0.2597, 4.86, 4.84, 6.71, 8.49, -0.5068, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 20, 1010957:1009990:1010324, 1, 3, 0.89, 1
auctionexpr, ci_n_ads.js, 7566b69dfff8462d8db50e55d02524d2, 1011004, 1324790, 3173308, 0.45, 0.05, 0.32, 0.80, 0.1733, 4000, 768, 2487, 4931, 0.3634, 3.32, 1.40, 2.38, 3.87, 0.3806, 8.78, 4.75, 6.54, 9.54, 0.4676, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 20, 1011004:1010105, 1, 2, 0.45, 1
auctionexpr, ci_n_ads.js, 185bf3070c1c4e15820fb68aa98fd6b4, 1011058, 1324924, 3173361, 0.50, 0.05, 0.30, 0.80, 0.2667, 4931, 768, 2654, 5622, 0.4691, 3.95, 1.57, 2.72, 4.60, 0.4059, 9.08, 4.66, 6.36, 9.08, 0.6154, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 20, 1011058:1010105, 1, 2, 0.39, 1
a9, ci_n_ads.js, d0bcce961c8749bfbae882fcb8ddd789, 737426, 1267372, 3158610, 0.15, 0.05, 0.31, 0.89, -0.1905, 1971, 126, 1622, 5675, 0.06289, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 0.29, 0.16, 0.20, 0.29, 0.6923, 0.00, 0.00, 0.00, 0.00, 0, 20, 1010758:737426:979336:737575:982788:1010193:992352:1010957:1008186:, 2, 9, 0.00, 0
a9, ci_n_ads.js, d0bcce961c8749bfbae882fcb8ddd789, 992352, 1309195, 3167337, 0.50, 0.05, 0.31, 0.89, 0.2262, 768, 126, 1622, 5675, -0.1539, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 0.20, 0.16, 0.20, 0.29, 0, 0.00, 0.00, 0.00, 0.00, 0, 20, 1010758:737426:979336:737575:982788:1010193:992352:1010957:1008186:, 7, 9, 0.00, 0
a9, ci_n_ads.js, d0bcce961c8749bfbae882fcb8ddd789, 1010957, 1324967, 3173409, 0.89, 0.05, 0.31, 0.89, 0.6905, 270, 126, 1622, 5675, -0.2436, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 0.25, 0.16, 0.20, 0.29, 0.3846, 0.00, 0.00, 0.00, 0.00, 0, 20, 1010758:737426:979336:737575:982788:1010193:992352:1010957:1008186:, 8, 9, 0.00, 0
auctionexpr, ci_n_ads.js, 5098d81bdc054ca3965ca7ba47b23128, 1010957, 1324970, 3173409, 0.89, 0.05, 0.36, 1.50, 0.3655, 253, 123, 1547, 5622, -0.2353, 3.00, 1.27, 1.84, 4.68, 0.3402, 4.96, 3.00, 4.60, 8.23, 0.06883, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 20, 1010324:1011092:1010666:1010957:1000118:1010434:1008186:1009534:1009169, 4, 9, 0.00, 0
auctionexpr, ci_n_ads.js, e6888f47fd8f486688e7c7560fea1fa8, 1011058, 1324924, 3173361, 0.50, 0.05, 0.38, 0.80, 0.1600, 5193, 639, 1899, 5622, 0.6610, 2.40, 1.04, 2.53, 3.69, -0.04906, 8.45, 4.51, 6.18, 8.45, 0.5761, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 20, 1010127:1011058, 2, 2, 0.00, 0
auctionexpr, ci_n_ads.js, bba15c085f244d95b75603b4d07f5020, 1011056, 1324922, 3173359, 0.50, 0.05, 0.38, 0.76, 0.1690, 8602, 898, 4628, 10055, 0.4340, 2.39, 1.63, 2.09, 2.39, 0.3947, 9.42, 5.86, 7.36, 10.00, 0.4976, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 20, 1011092:1011056, 2, 2, 0.48, 1
auctionexpr, ci_n_ads.js, 3b5b1e8497704befa081bc8f04a02545, 1011063, 1324929, 3173366, 0.50, 0.05, 0.37, 0.90, 0.1529, 4260, 639, 2782, 5622, 0.2966, 2.99, 2.11, 2.75, 4.78, 0.08989, 7.77, 4.75, 6.46, 8.64, 0.3368, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 20, 1008451:1011063, 2, 2, 0.46, 1
b9, ci_n_ads.js, 6c120979e1ab47058b8639f588afa58a, 1010977, 1324763, 3173281, 0.45, 0.05, 0.24, 0.60, 0.3818, 9825, 257, 3048, 12134, 0.5706, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 2.27, 1.68, 2.08, 3.49, 0.1050, 0.00, 0.00, 0.00, 0.00, 0, 20, 1011030:1010977:1011057:992418:738941:980277:, 2, 6, 0.00, 0
b9, ci_n_ads.js, 6c120979e1ab47058b8639f588afa58a, 980277, 1298145, 3115793, 0.05, 0.05, 0.24, 0.60, -0.3455, 5630, 257, 3048, 12134, 0.2174, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 1.96, 1.68, 2.08, 3.49, -0.06630, 0.00, 0.00, 0.00, 0.00, 0, 20, 1011030:1010977:1011057:992418:738941:980277:, 6, 6, 0.00, 0
auctionexpr, ci_n_ads.js, ec316c2d159c424dad3e9880e9944da1, 1011060, 1324926, 3173363, 0.50, 0.05, 0.24, 0.60, 0.4727, 7527, 227, 1725, 7527, 0.7948, 2.43, 2.43, 2.60, 3.24, -0.2099, 9.12, 5.32, 6.23, 9.12, 0.7605, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 21, 1011060:1010127, 1, 2, 0.45, 1
auctionexpr, ci_n_ads.js, d1fa04a05d5a442889b5df014fc5bee8, 1000625, 1307266, 3164772, 0.45, 0.05, 0.32, 0.90, 0.1529, 984, 372, 3296, 11541, -0.2070, 1.05, 0.35, 0.49, 1.07, 0.7778, 6.23, 2.80, 4.38, 7.31, 0.4102, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 21, 1000625:1006804:1010356, 1, 3, 0.00, 0
auctionexpr, ci_n_ads.js, d1fa04a05d5a442889b5df014fc5bee8, 1006804, 1323816, 3169771, 0.60, 0.05, 0.32, 0.90, 0.3294, 2091, 372, 3296, 11541, -0.1079, 0.65, 0.35, 0.49, 1.07, 0.2222, 4.84, 2.80, 4.38, 7.31, 0.1020, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 21, 1000625:1006804:1010356, 2, 3, 0.00, 0
auctionexpr, ci_n_ads.js, 47a779fe87824d9692a1145da974b802, 1010955, 1324955, 3173389, 0.60, 0.05, 0.25, 0.71, 0.5303, 2864, 255, 1047, 2868, 0.6954, 0.44, 0.24, 0.62, 3.67, -0.05248, 5.41, 1.18, 3.07, 7.51, 0.3697, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 21, 1010955:1010127, 1, 2, 0.52, 1
c9, ci_n_ads.js, b0d878c3e29f42e78794d4d2f47a5bc3, 1009792, 1322929, 3172155, 0.39, 0.05, 0.36, 0.60, 0.05455, 696, 696, 2654, 5630, -0.3968, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 3.02, 1.74, 2.73, 3.97, 0.1300, 0.00, 0.00, 0.00, 0.00, 0, 21, 1009792:1011058, 1, 2, 0.00, 0
e9, ci_n_ads.js, bf66445fac4d47b085519eff7f33f191, 1010980, 1324766, 3173284, 0.45, 0.05, 0.17, 0.50, 0.6222, 4000, 597, 1801, 7759, 0.3070, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 3.25, 3.24, 3.26, 3.70, -0.02174, 0.00, 0.00, 0.00, 0.00, 0, 21, 1011060:1010980, 2, 2, 0.00, 0
auctionexpr, ci_n_ads.js, 1facb1d2532e4d40a53a1f52e874e4d3, 1010957, 1324970, 3173409, 0.89, 0.05, 0.33, 0.89, 0.6667, 272, 167, 1662, 5630, -0.2544, 0.26, 0.17, 0.22, 0.43, 0.1538, 3.99, 3.24, 4.45, 8.31, -0.09073, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 21, 1010666:1010431:1008186:1010957:1009990:1000180:1009534:1008145:1009169, 4, 9, 0.00, 0
auctionexpr, ci_n_ads.js, becdd9a1e0384f96a32d82a5d3fea8cc, 1011046, 1324912, 3173349, 0.50, 0.05, 0.23, 0.50, 0.6000, 2150, 406, 1873, 17877, 0.01585, 2.47, 2.47, 2.57, 4.03, -0.06410, 5.10, 4.71, 5.13, 8.74, -0.007444, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 21, 1010367:1011046, 2, 2, 0.00, 0
auctionexpr, ci_n_ads.js, 6920ddec9e5244fabec30ef678853f2d, 1011058, 1324924, 3173361, 0.50, 0.05, 0.36, 0.60, 0.2545, 4861, 638, 1998, 5626, 0.5740, 2.79, 1.88, 2.94, 4.28, -0.06250, 8.26, 4.88, 6.33, 8.26, 0.5710, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 21, 1010127:1011058, 2, 2, 0.48, 1
auctionexpr, ci_n_ads.js, 73313e1425b2485c9ce285fb1fdf07df, 1000160, 1306484, 3162561, 0.70, 0.05, 0.38, 1.00, 0.3368, 1419, 160, 1542, 5626, -0.02250, 0.47, 0.18, 0.24, 0.47, 0.7931, 7.01, 3.22, 4.44, 8.25, 0.5109, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 21, 1000160:1008526:1008186:1009253:1010436:1007922:1010957:1009990:1009052, 1, 9, 0.00, 0
b9, ci_n_ads.js, 75821ed8aaaf4334a96511874135ed75, 980277, 1298145, 3115793, 0.05, 0.05, 0.16, 0.35, -0.3667, 5629, 1075, 2946, 5629, 0.5892, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 2.09, 2.09, 4.16, 8.99, -0.3000, 0.00, 0.00, 0.00, 0.00, 0, 21, 980277:737575:, 1, 2, 0.00, 0
auctionexpr, ci_n_ads.js, bfd627d2a0ca47fbb893dcae79794dc8, 1010430, 1323942, 3172801, 0.52, 0.05, 0.30, 0.70, 0.3385, 1918, 379, 3649, 11473, -0.1560, 0.52, 0.34, 0.43, 0.91, 0.1579, 4.57, 3.37, 4.59, 7.31, -0.005076, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 21, 1006804:1010356:1010430, 3, 3, 0.51, 1
auctionexpr, ci_n_ads.js, 746d0278a9084facb832426d2aea95a5, 1010978, 1324764, 3173282, 0.45, 0.05, 0.33, 0.60, 0.2182, 4000, 1075, 2228, 5629, 0.3891, 2.16, 1.27, 1.82, 2.57, 0.2615, 8.26, 5.11, 6.42, 8.83, 0.4946, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 22, 1011058:1010978, 2, 2, 0.00, 0
auctionexpr, ci_n_ads.js, 4d7e1ed7458745e48b1fda2d2ce35021, 1009971, 1323225, 3172287, 0.50, 0.05, 0.27, 0.80, 0.3067, 5573, 114, 2748, 7698, 0.3725, 0.47, 0.26, 0.33, 0.60, 0.4118, 7.80, 3.06, 5.05, 8.34, 0.5208, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 22, 1009971:1010666:1009534, 1, 3, 0.5, 1
auctionexpr, ci_n_ads.js, 493e12c5835b4723b08fca6f684b30e4, 1010127, 1324338, 3172520, 0.60, 0.05, 0.37, 0.60, 0.4182, 2613, 637, 1786, 4794, 0.1989, 4.29, 1.95, 3.01, 4.29, 0.5470, 8.18, 5.07, 6.45, 8.81, 0.4626, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 23, 1010127:1011058, 1, 2, 0.00, 0
auctionexpr, ci_n_ads.js, 08ae2a2142514f38b8b8f65096128f8f, 1009968, 1323219, 3172284, 0.50, 0.06, 0.34, 0.50, 0.3636, 736, 280, 1571, 13125, -0.06501, 0.65, 0.40, 0.48, 0.65, 0.6800, 6.22, 4.19, 5.18, 9.60, 0.1922, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 23, 995036:1009968:1000625:, 2, 3, 0.5, 1
auctionexpr, ci_n_ads.js, e9035abe02ea427689a0ba6b46884ed0, 1011058, 1324924, 3173361, 0.50, 0.05, 0.37, 0.60, 0.2364, 5025, 636, 1793, 5025, 0.7364, 2.17, 1.51, 2.33, 3.33, -0.08791, 8.73, 4.88, 6.32, 8.73, 0.6260, 0.00, 0.00, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0, 23, 1010127:1011058, 2, 2, 0.5, 1
d9, ci_n_ads.js, 386dd36126e14b3f95dc5f0c4b7d0ecf, 1011059, 1324925, 3173362, 0.50, 0.05, 0.38, 0.60, 0.2182, 4549, 690, 2087, 4902, 0.5845, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 3.33, 1.23, 2.94, 4.37, 0.1242, 0.00, 0.00, 0.00, 0.00, 0, 23, 1011059:1011005, 1, 2, 0.46, 1
d9, ci_n_ads.js, 95f4185068e34186ada5280585d89438, 737443, 964598, 3162357, 0.10, 0.05, 0.08, 0.11, 0.3333, 853, 412, 1218, 2151, -0.2099, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 4.11, 4.11, 4.13, 4.62, -0.03922, 0.00, 0.00, 0.00, 0.00, 0, 23, 737443:999837:, 1, 2, 0.1, 1
b9, ci_n_ads.js, 8f77aa659acb4e589e524d191715e249, 1011024, 1324846, 3173328, 0.45, 0.05, 0.29, 0.75, 0.2286, 4000, 175, 1839, 10356, 0.2123, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 0.29, 0.18, 0.27, 0.68, 0.04000, 0.00, 0.00, 0.00, 0.00, 0, 23, 1009969:1010365:1010666:1009749:1011024:1010963:1011043:749407:736086:986054:738408:1009249:, 5, 12, 0.00, 0
b9, ci_n_ads.js, 8f77aa659acb4e589e524d191715e249, 1009249, 1321874, 3171754, 0.15, 0.05, 0.29, 0.75, -0.2000, 2915, 175, 1839, 10356, 0.1057, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 0.23, 0.18, 0.27, 0.68, -0.08000, 0.00, 0.00, 0.00, 0.00, 0, 23, 1009969:1010365:1010666:1009749:1011024:1010963:1011043:749407:736086:986054:738408:1009249:, 12, 12, 0.00, 0
d9, ci_n_ads.js, 4f867ef5ed134270874a580ddb4167ff, 979336, 1314581, 3167794, 0.13, 0.05, 0.31, 1.00, -0.1895, 1800, 273, 1968, 11791, -0.01459, 1.00, 1.00, 1.00, 1.00, 1000, 1.00, 1.00, 1.00, 1.00, 1000, 0.25, 0.00, 0.15, 0.39, 0.2564, 4.22, 0.00, 2.21, 4.22, 0.4763, 23, 979336:1010438:, 1, 2, 0.00, 0
